Players,Team,Possessions,SQ PPP,SQ PPP Rank,Good_Possession_Rate,Bad_Possession_Rate,Rim_and_3_rate,Assists_per_game,Actual_Win_Percentage,SQ_Assists_per_game,SQ_Passing_Points_Created_per_game
"Bo Montgomery","Holy Cross",306,1.02,0.2578484722,0.25,0.4647058824,0.752688172,2.4,,"",""
"Boogie Anderson","Southeastern Louisiana",338,1.02,0.2362913353,0.3411458333,0.3802083333,0.4750830565,4.5,,"",""
"Brent Davis","Chicago St.",164,1.02,0.2423608204,0.2702702703,0.5675675676,0.9459459459,1.1,,"",""
"Brenton Knapper","Santa Clara",87,1.02,0.2281289242,0.2164948454,0.3195876289,0.7215189873,1,,"",""
"Britton Johnson","Samford",10,1.02,0.2385935538,0.1,0.5,1,0.2,,"",""
"Bryceson Burns","Drake",5,1.02,0.2524068648,0,0,1,0.7,,"",""
"Caleb Stone-Carrawell","Austin Peay",83,1.02,0.2446630389,0.2842105263,0.5684210526,0.6301369863,1.7,,"",""
"Cam Amboree","Oral Roberts",13,1.02,0.2450816241,0.2666666667,0.4,0.8181818182,0.6,,"",""
"Cam Martin","Kansas",4,1.02,0.2312683131,0.25,0.5,0.75,0,,"",""
"Cam Thrower","Penn",22,1.02,0.2467559648,0.1739130435,0.3913043478,0.7142857143,0.7,,"",""
"Camren Hunter","Central Arkansas",455,1.02,0.2304311427,0.2716763006,0.5009633911,0.8320987654,4,,"",""
"Camron Fletcher","Florida St.",112,1.02,0.2557555463,0.2459016393,0.3770491803,0.8173076923,1.1,,"",""
"Charlie Williams","William & Mary",52,1.02,0.2268731687,0.3387096774,0.4516129032,0.4545454545,0.6,,"",""
"Chris Bunch","Syracuse",169,1.02,0.243616576,0.1555555556,0.3055555556,0.7453416149,0.5,,"",""
"Christian Sutton","Coppin St.",30,1.02,0.2484303056,0.2352941176,0.2352941176,1,0.1,,"",""
"Cody Collinsworth","Western Illinois",19,1.02,0.2457095019,0.3181818182,0.4545454545,0.75,0.1,,"",""
"Cole LaRue","Kennesaw St.",31,1.02,0.2308497279,0.1764705882,0.3529411765,0.8214285714,0.1,,"",""
"Colton Lawrence","UMBC",333,1.02,0.2576391796,0.1703910615,0.3491620112,0.7380191693,1.6,,"",""
"Cory Hightower","Winthrop",300,1.02,0.2388028464,0.2456140351,0.2397660819,0.8464419476,1.8,,"",""
"Daniel Lobach","Samford",6,1.02,0.2538719129,0,0.3333333333,1,1,,"",""
"Danny Wolf","Yale",30,1.02,0.2440351612,0.25,0.40625,0.8571428571,0.6,,"",""
"Davon Barnes","Texas Southern",327,1.02,0.2580577648,0.3520408163,0.4540816327,0.7282608696,1.5,,"",""
"Davonte Davis","Arkansas",284,1.02,0.2293846798,0.2396166134,0.4121405751,0.6106870229,2.9,,"",""
"DeMarr Langford","Boston College",152,1.02,0.2325240686,0.273255814,0.476744186,0.5693430657,2,,"",""
"Derick Hamilton","UTEP",26,1.02,0.2459187945,0.3448275862,0.3448275862,0.6956521739,0.1,,"",""
"Devon Savage","Merrimack",143,1.02,0.2547090833,0.0872483221,0.1476510067,0.9565217391,0.5,,"",""
"Dionte Bostick","Cal St. Northridge",266,1.02,0.2392214316,0.3290322581,0.4580645161,0.7316017316,2.5,,"",""
"DJ Smith","Little Rock",279,1.02,0.2275010465,0.2373417722,0.5411392405,0.652,2.7,,"",""
"Dorian Finister","Kansas St.",10,1.02,0.2561741314,0.2,0.4,0.7,1.8,,"",""
"Drew Wiemers","Northern Illinois",6,1.02,0.2542904981,0.5,0.5,0.75,0.2,,"",""
"Duke Miles","Troy",42,1.02,0.2291753872,0.34,0.48,0.6,1.8,,"",""
"Emmanuel Bandoumel","Nebraska",183,1.02,0.2488488907,0.2836538462,0.3894230769,0.8109756098,2.3,,"",""
"Frank Staine","Utah Tech",169,1.02,0.2570113018,0.2085561497,0.550802139,0.8441558442,0.9,,"",""
"Freds Bagatskis","Georgia Tech",6,1.02,0.2398493093,0,0.3333333333,1,0,,"",""
"Gage Bobe","Evansville",155,1.02,0.2358727501,0.1055900621,0.2732919255,0.9006622517,0.9,,"",""
"Garren Davis","Green Bay",150,1.02,0.257429887,0.3068181818,0.4431818182,0.7984496124,1.2,,"",""
"Gianni Hunt","Sacramento St.",174,1.02,0.2279196316,0.2279792746,0.3523316062,0.8679245283,3.4,,"",""
"Gideon George","BYU",289,1.02,0.2431979908,0.2909090909,0.4666666667,0.7704280156,1.3,,"",""
"Greg Parham","South Alabama",262,1.02,0.2526161574,0.2563176895,0.5306859206,0.6852589641,2.1,,"",""
"Guy Ragland","Cornell",205,1.02,0.2360820427,0.25,0.4224137931,0.9565217391,1.6,,"",""
"Harrison Ingram","Stanford",278,1.02,0.2373377982,0.3105590062,0.3633540373,0.7295081967,3.6,,"",""
"Harry Rouhliadeff","Hawaii",55,1.02,0.2490581833,0.1228070175,0.4385964912,0.9074074074,0.6,,"",""
"Henry Abraham","Coastal Carolina",106,1.02,0.2427794056,0.125,0.2589285714,0.7920792079,1.8,,"",""
"Ike Nweke","Quinnipiac",269,1.02,0.2354541649,0.3260869565,0.4285714286,0.7665198238,0.6,,"",""
"Izaiah Robinson","Dartmouth",120,1.02,0.2480117204,0.2426470588,0.3529411765,0.75,1.2,,"",""
"Jacob Groves","Oklahoma",173,1.02,0.2323147761,0.1803278689,0.5792349727,0.8242424242,0.9,,"",""
"Jacobi Wright","South Carolina",194,1.02,0.2402678945,0.2465753425,0.4063926941,0.5977011494,1.8,,"",""
"Jaden Akins","Michigan St.",197,1.02,0.2565927166,0.1818181818,0.4066985646,0.6861702128,1.3,,"",""
"Jaeden Marshall","Nebraska Omaha",149,1.02,0.2411050649,0.2873563218,0.4827586207,0.7923076923,1.1,,"",""
"Jake Boggs","South Florida",33,1.02,0.2496860611,0.1944444444,0.5833333333,0.9677419355,0.2,,"",""
"Jake Kosakowski","UC San Diego",131,1.02,0.2486395982,0.0977443609,0.037593985,0.9689922481,0.8,,"",""
"Jakob Alamudun","Lehigh",101,1.02,0.233361239,0.2300884956,0.5132743363,0.7282608696,0.6,,"",""
"Jalen Gaffney","Florida Atlantic",129,1.02,0.2300125576,0.1901408451,0.2887323944,0.8571428571,2.8,,"",""
"Jalen Lake","Colorado St.",142,1.02,0.2536626203,0.1148648649,0.1756756757,0.847826087,2.5,,"",""
"Jalen Windham","Ball St.",126,1.02,0.2478024278,0.2535211268,0.4366197183,0.7345132743,0.5,,"",""
"Jalyn McCreary","Mercer",379,1.02,0.2475931352,0.2953995157,0.4842615012,0.4815864023,0.5,,"",""
"Jamari Sibley","UTEP",101,1.02,0.2314776057,0.1962616822,0.3925233645,0.6701030928,0.3,,"",""
"Jamarii Thomas","UNC Wilmington",197,1.02,0.2264545835,0.3819742489,0.4592274678,0.6153846154,2.1,,"",""
"James Graham","Missouri St.",62,1.02,0.2335705316,0.0483870968,0.3387096774,0.9032258065,0.2,,"",""
"Jamie Bergens","Drexel",151,1.02,0.251778987,0.2742857143,0.4457142857,0.6287878788,1.4,,"",""
"Jamir Moultrie","Canisius",210,1.02,0.2473838426,0.1842105263,0.3596491228,0.6887755102,1.1,,"",""
"Jamison Battle","Minnesota",294,1.02,0.2551276685,0.1100323625,0.4174757282,0.6418439716,1.8,,"",""
"Jarvis Vaughan","Monmouth",38,1.02,0.2375470908,0.1794871795,0.4615384615,0.7567567568,1,,"",""
"Jasin Sinani","Campbell",76,1.02,0.2452909167,0.2261904762,0.4166666667,0.8985507246,0.4,,"",""
"Javan Johnson","DePaul",375,1.02,0.2262452909,0.1891891892,0.285012285,0.6790830946,2.4,,"",""
"Jaxson Robinson","BYU",229,1.02,0.2270824613,0.15,0.4375,0.8363636364,1.7,,"",""
"Jay Heath","Georgetown",222,1.02,0.2369192131,0.3414634146,0.3617886179,0.6896551724,1.6,,"",""
"Jayden Epps","Illinois",264,1.02,0.2438258686,0.1846689895,0.3797909408,0.7845528455,1.6,,"",""
"Jaylin Andrews","Loyola MD",255,1.02,0.24717455,0.357615894,0.5066225166,0.5963302752,1.6,,"",""
"Jeremiah Kendall","Alcorn St.",245,1.02,0.25282545,0.361774744,0.3788395904,0.690821256,0.5,,"",""
"Joe Ostrowsky","Central Connecticut",74,1.02,0.2295939724,0.15,0.3375,0.8428571429,1.5,,"",""
"Joe Petrakis","Illinois St.",66,1.02,0.2327333612,0.1739130435,0.6231884058,0.921875,0.4,,"",""
"Johan Crafoord","Central Arkansas",54,1.02,0.2469652574,0.3278688525,0.4426229508,0.8541666667,0.5,,"",""
"Jordan Crawford","Louisiana Tech",124,1.02,0.2283382168,0.2279411765,0.4338235294,0.9035087719,2.7,,"",""
"Jordan Davis","Wisconsin",152,1.02,0.2306404353,0.1625,0.35,0.8904109589,0.4,,"",""
"Jordan Henderson","Canisius",295,1.02,0.2530347426,0.1871165644,0.3865030675,0.6642066421,2.4,,"",""
"Jordan Jones","Mercer",43,1.02,0.2381749686,0.0909090909,0.2272727273,0.8333333333,1,,"",""
"Jordan Simpson","South Carolina St.",173,1.02,0.2582670573,0.2820512821,0.4923076923,0.7483870968,1.2,,"",""
"Jordan Wright","Vanderbilt",254,1.02,0.2310590205,0.2685512367,0.4946996466,0.7445887446,1.9,,"",""
"Josh Baker","Grand Canyon",147,1.02,0.2501046463,0.1779141104,0.2699386503,0.9179104478,2.4,,"",""
"Josh Vazquez","Montana",147,1.02,0.239012139,0.2874251497,0.371257485,0.7651515152,1,,"",""
"Justin Taylor","Syracuse",112,1.02,0.2568020092,0.1774193548,0.2983870968,0.6990291262,0.8,,"",""
"Justin Winston","Coppin St.",82,1.02,0.2339891168,0.2222222222,0.5,0.6842105263,0.4,,"",""
"Kaden Archie","Georgia Southern",237,1.02,0.237965676,0.3321167883,0.4562043796,0.7596153846,1.1,,"",""
"Kaleb Higgins","Cal St. Bakersfield",155,1.02,0.2396400167,0.3152173913,0.4836956522,0.5984848485,3.8,,"",""
"Keishawn Davidson","Belmont",173,1.02,0.229803265,0.174863388,0.4535519126,0.6626506024,4.5,,"",""
"Keon Thompson","Massachusetts",178,1.02,0.2413143575,0.265,0.51,0.6125,3,,"",""
"Kevin Osawe","NJIT",271,1.02,0.248221013,0.2967741935,0.4483870968,0.5933609959,0.8,,"",""
"Kody Williams","Hawaii",12,1.02,0.2448723315,0.2142857143,0.4285714286,0.8181818182,0.9,,"",""
"Kyle Harding","Prairie View A&M",78,1.02,0.2266638761,0.3186813187,0.4835164835,0.8529411765,1.1,,"",""
"Kyle Rocker","Central Connecticut",6,1.02,0.2540812055,0,0,0.8333333333,0,,"",""
"Kyron Gibson","UT Arlington",271,1.02,0.2511511093,0.2327868852,0.3606557377,0.7663934426,4,,"",""
"Leyi Adebayo","Princeton",3,1.02,0.2429886982,0,0,0.6666666667,0,,"",""
"Mac Etienne","UCLA",29,1.02,0.2272917539,0.3888888889,0.3333333333,0.5,0.4,,"",""
"Makai Ashton-Langford","Boston College",324,1.02,0.2498953537,0.2664835165,0.489010989,0.6723549488,2.7,,"",""
"Malachi Rhodes","McNeese St.",39,1.02,0.2318961909,0.3617021277,0.3617021277,0.71875,0.7,,"",""
"Malcolm Farrington","Arkansas St.",112,1.02,0.2544997907,0.1465517241,0.1551724138,0.8703703704,0.9,,"",""
"Mark Flakus","North Florida",5,1.02,0.2515696944,0,0,0.8,0.2,,"",""
"Markise Davis","Arkansas St.",235,1.02,0.2285475094,0.1563786008,0.4074074074,0.7236842105,0.8,,"",""
"Mckinley Harris","Prairie View A&M",33,1.02,0.2371285057,0.3157894737,0.3947368421,0.6206896552,0.4,,"",""
"Michael Dunne","Hartford",260,1.02,0.228756802,0.1285714286,0.2214285714,0.9183673469,2.1,,"",""
"Michael Green","Robert Morris",216,1.02,0.2421515278,0.2489795918,0.5306122449,0.6288659794,4.3,,"",""
"Mitchell Sueker","North Dakota",114,1.02,0.2417329427,0.2362204724,0.4409448819,0.8173076923,0.5,,"",""
"Modestas Kancleris","Cal St. Bakersfield",84,1.02,0.2553369611,0.2417582418,0.4065934066,0.6666666667,0.9,,"",""
"Nick Brennen","Manhattan",177,1.02,0.2365006279,0.2326732673,0.5544554455,0.7784810127,1.7,,"",""
"Nick Smith","Arkansas",99,1.02,0.2461280871,0.298245614,0.5263157895,0.5340909091,1.4,,"",""
"Nigel John","Little Rock",134,1.02,0.2329426538,0.2721088435,0.4285714286,0.4838709677,0.3,,"",""
"Nik Graves","Charlotte",32,1.02,0.2463373797,0.1944444444,0.25,0.8275862069,1,,"",""
"Niki Krause","Incarnate Word",139,1.02,0.2555462537,0.2243589744,0.358974359,0.752,3,,"",""
"Nolan Hodge","UNC Wilmington",18,1.02,0.2419422352,0.3913043478,0.5652173913,0.6428571429,0.6,,"",""
"Parker Weiss","Iona",30,1.02,0.2302218501,0.064516129,0.3225806452,0.9655172414,0.4,,"",""
"Quinn Pemberton","Boston College",3,1.02,0.2350355797,0,0.6666666667,1,0.3,,"",""
"Quinton Morton-Robertson","Purdue Fort Wayne",141,1.02,0.2507325241,0.1513157895,0.2828947368,0.8721804511,1.2,,"",""
"Ricardo Wright","SMU",63,1.02,0.2509418167,0.1739130435,0.2608695652,0.8305084746,0.4,,"",""
"Richard Amaefule","Dayton",7,1.02,0.2505232315,0.375,0.5,0.8333333333,0,,"",""
"Rob Higgins","St. Francis NY",142,1.02,0.2331519464,0.3086419753,0.6049382716,0.7401574803,2.8,,"",""
"Rob Martin","Indiana St.",8,1.02,0.2367099205,0.125,0.25,0.75,1.4,,"",""
"Roddie Anderson III","UC San Diego",359,1.02,0.2519882796,0.2916666667,0.4975490196,0.65625,3.5,,"",""
"Rodrigue Andela","Oregon St.",105,1.02,0.2494767685,0.2,0.2782608696,0.5979381443,0.2,,"",""
"Sam Mervis","Southern Indiana",2,1.02,0.2534533278,0,0,0.5,3,,"",""
"Sean Durugordon","Austin Peay",299,1.02,0.2348262871,0.2776119403,0.5223880597,0.8185185185,1,,"",""
"Sean Moore","Fairleigh Dickinson",139,1.02,0.2341984094,0.2337662338,0.538961039,0.8267716535,0.8,,"",""
"Shammah Scott","Wichita St.",72,1.02,0.2444537463,0.1973684211,0.3421052632,0.7205882353,1,,"",""
"Shaun Walker","Alcorn St.",35,1.02,0.2406864797,0.2820512821,0.358974359,0.6129032258,0.2,,"",""
"Souleymane Diakite","NJIT",159,1.02,0.2277103391,0.2912087912,0.4230769231,0.7659574468,1.5,,"",""
"Teiano Hardee","Sacramento St.",7,1.02,0.2404771871,0.1428571429,0.4285714286,1,0.2,,"",""
"Terrance Ford","Arkansas St.",248,1.02,0.2434072834,0.2553191489,0.3475177305,0.6515837104,2.5,,"",""
"Terry Roberts","Georgia",362,1.02,0.2352448723,0.2731707317,0.4390243902,0.6923076923,4,,"",""
"Tibet Gorener","San Jose St.",172,1.02,0.2492674759,0.1546961326,0.5856353591,0.9454545455,0.7,,"",""
"To Randriasalama","Northeastern",12,1.02,0.2559648388,0.1538461538,0.4615384615,1,0.2,,"",""
"Tobias Rotegaard","Long Beach St.",74,1.02,0.2503139389,0.15,0.2,0.8260869565,0.7,,"",""
"Trent Brown","Southern Illinois",84,1.02,0.2572205944,0.1348314607,0.4943820225,0.9625,0.7,,"",""
"Tyler Bilodeau","Oregon St.",176,1.02,0.2356634575,0.2487562189,0.447761194,0.5987261146,0.5,,"",""
"Tyler Patterson","Montana St.",136,1.02,0.2321054835,0.035971223,0.2158273381,0.9104477612,0.5,,"",""
"Walyn Napper","Longwood",290,1.02,0.2337798242,0.3434650456,0.4711246201,0.7142857143,3.4,,"",""
"Webster Filmore","North Carolina A&T",65,1.02,0.2377563834,0.3802816901,0.4366197183,0.5409836066,0.5,,"",""
"William Reynolds","Grambling St.",11,1.02,0.2465466722,0.3076923077,0.3846153846,0.8888888889,0.1,,"",""
"Xavier Amos","Northern Illinois",23,1.02,0.2513604018,0.16,0.48,0.9047619048,0.7,,"",""
"Yahel Hill","Cleveland St.",170,1.02,0.2408957723,0.2436548223,0.5177664975,0.7516778523,0.8,,"",""
"Youssef Khayat","Michigan",10,1.02,0.2532440352,0.2,0.2,0.9,0.2,,"",""
"Yvan Ouedraogo","Grand Canyon",80,1.02,0.2521975722,0.0857142857,0.2952380952,0.8524590164,0.2,,"",""
"Zach Clemence","Kansas",32,1.02,0.2383842612,0.2571428571,0.4,0.8275862069,0.2,,"",""
"Zach Riley","Fordham",56,1.02,0.2455002093,0.1935483871,0.5,0.9423076923,0.8,,"",""
"Zee Hamoda","Utah St.",115,1.02,0.2442444537,0.2764227642,0.5609756098,0.752293578,0.6,,"",""
"Zion Harmon","Bethune Cookman",332,1.02,0.256383424,0.2760416667,0.3958333333,0.6952054795,2.6,,"",""
"Ahsan Asadullah","Lipscomb",182,1.01,0.2038509837,0.1827411168,0.4060913706,0.8362573099,3.2,,"",""
"AJ Hoggard","Michigan St.",319,1.01,0.2030138133,0.3289473684,0.4657894737,0.6494464945,5.8,,"",""
"Alex Peavy","Texas A&M Commerce",81,1.01,0.1956885726,0.2903225806,0.5591397849,0.8873239437,0.8,,"",""
"Allen Strothers","East Tennessee St.",133,1.01,0.2197572206,0.36,0.48,0.675,2.6,,"",""
"Alston Mason","Missouri St.",261,1.01,0.2249895354,0.2465753425,0.4417808219,0.776371308,2.8,,"",""
"Aly Khalifa","Charlotte",258,1.01,0.2151527836,0.1459854015,0.2554744526,0.8653061224,2.7,,"",""
"Amari Davis","Wright St.",240,1.01,0.2128505651,0.2621722846,0.6142322097,0.4220183486,0.9,,"",""
"Andre Gordon","Texas A&M",75,1.01,0.2005023022,0.2222222222,0.5432098765,0.8028169014,1.5,,"",""
"Angel Montas","Fordham",10,1.01,0.2034323985,0.2,0.6,0.7,0,,"",""
"Angelo Stuart","Milwaukee",75,1.01,0.20113018,0.2317073171,0.5853658537,0.9714285714,0.4,,"",""
"Armon Harried","Binghamton",212,1.01,0.210339054,0.325203252,0.4308943089,0.6,1.6,,"",""
"Ben Johnson","Bellarmine",231,1.01,0.224152365,0.1897233202,0.4664031621,0.7990654206,1.2,,"",""
"Brahm Harris","Arkansas Pine Bluff",119,1.01,0.1950606949,0.2424242424,0.4393939394,0.9444444444,0.8,,"",""
"Brent Bland","Saint Peter's",96,1.01,0.2028045207,0.137254902,0.5980392157,0.9565217391,0.3,,"",""
"Bryce Golden","Loyola Chicago",134,1.01,0.2243616576,0.2333333333,0.4466666667,0.7603305785,0.6,,"",""
"Byron Ireland","Maine",6,1.01,0.2210129761,0.375,0.5,0.8,0.3,,"",""
"Cam Young","Saint Peter's",83,1.01,0.2212222687,0.3125,0.5208333333,0.8333333333,0.4,,"",""
"Cameron Tweedy","Fairleigh Dickinson",56,1.01,0.2009208874,0.253968254,0.4285714286,0.8,0.4,,"",""
"Carson McCorkle","Wofford",145,1.01,0.1958978652,0.1059602649,0.1655629139,0.8928571429,0.4,,"",""
"Carvell Teasett","Appalachian St.",33,1.01,0.1977814985,0.0588235294,0.4411764706,0.8181818182,0.7,,"",""
"Charles Smith","Old Dominion",50,1.01,0.2237337798,0.2142857143,0.2857142857,0.8043478261,0.3,,"",""
"Chase Adams","Jackson St.",203,1.01,0.2051067392,0.2133333333,0.5066666667,0.5430107527,3.5,,"",""
"Chase Audige","Northwestern",396,1.01,0.2180828799,0.2665148064,0.5945330296,0.7071823204,2.9,,"",""
"Chase Cormier","Northeastern",96,1.01,0.2168271243,0.2792792793,0.4324324324,0.7023809524,1.3,,"",""
"Chol Marial","Oregon St.",22,1.01,0.2134784429,0.2916666667,0.4583333333,0.65,0.3,,"",""
"Christian Agnew","Southeastern Louisiana",143,1.01,0.2032231059,0.3674698795,0.578313253,0.808,0.5,,"",""
"Christian Winborne","Saint Joseph's",183,1.01,0.19547928,0.3677130045,0.5201793722,0.8486842105,1.1,,"",""
"Cobie Barnes","SIU Edwardsville",22,1.01,0.2061532022,0.32,0.4,0.7368421053,0.6,,"",""
"Cole Despie","TCU",4,1.01,0.2122226873,0.25,0.25,0.75,0,,"",""
"Coltie Young","Jackson St.",292,1.01,0.2203850984,0.145631068,0.4466019417,0.8705035971,0.7,,"",""
"Conrad Hawley","Iowa St.",5,1.01,0.225198828,0.5,0.3333333333,0.75,0,,"",""
"Daeshawn Eaton","Cal St. Fullerton",72,1.01,0.2141063206,0.1447368421,0.3552631579,0.7941176471,0.7,,"",""
"Dallion Johnson","Penn St.",51,1.01,0.2258267057,0.0196078431,0.5294117647,0.9019607843,0.5,,"",""
"Dalph Panopio","Cal St. Bakersfield",26,1.01,0.2080368355,0.3103448276,0.5517241379,0.8695652174,1.5,,"",""
"Damien Madison","Alabama St.",38,1.01,0.1994558393,0.2142857143,0.3095238095,0.7647058824,0.7,,"",""
"Dana Tate","Norfolk St.",188,1.01,0.2048974466,0.2118226601,0.4581280788,0.7401129944,0.9,,"",""
"David Early","Marshall",35,1.01,0.2166178317,0.2105263158,0.5526315789,0.78125,0.9,,"",""
"Demarcus Sharp","Northwestern St.",478,1.01,0.1986186689,0.2523364486,0.3813084112,0.5023041475,4.9,,"",""
"DeVon Baker","Ohio",205,1.01,0.2021766429,0.197309417,0.4977578475,0.5340314136,1.4,,"",""
"Di'Andre Howell-South","St. Francis NY",147,1.01,0.1998744244,0.2208588957,0.4355828221,0.8148148148,0.8,,"",""
"Dion Brown","UMBC",138,1.01,0.2153620762,0.1700680272,0.387755102,0.6870229008,0.8,,"",""
"DJ Gordon","Jacksonville St.",29,1.01,0.1973629134,0.25,0.375,0.9230769231,1,,"",""
"Dominic Brewton","Alcorn St.",275,1.01,0.2078275429,0.315625,0.45625,0.6208333333,2,,"",""
"Dominick Harris","Gonzaga",9,1.01,0.1971536208,0.3,0.3,0.875,0.2,,"",""
"Donovan Atwell","UNC Greensboro",75,1.01,0.2023859355,0.0897435897,0.1666666667,0.9583333333,0.3,,"",""
"Donovan Clay","Missouri St.",298,1.01,0.204688154,0.3410404624,0.4479768786,0.6884615385,3.7,,"",""
"Dontrell McQuarter","Alcorn St.",159,1.01,0.2090832985,0.4020618557,0.4639175258,0.465648855,0.7,,"",""
"Dug McDaniel","Michigan",222,1.01,0.2084554207,0.2172131148,0.356557377,0.5490196078,3.8,,"",""
"Dylan Andrews","UCLA",81,1.01,0.214943491,0.2386363636,0.6477272727,0.6052631579,1.3,,"",""
"Dylan Dawson","Texas St.",60,1.01,0.1969443282,0.1111111111,0.1746031746,0.8448275862,1,,"",""
"Emmanuel Taban","Portland St.",3,1.01,0.2222687317,0,0.3333333333,1,0,,"",""
"Eric Sondberg","Lafayette",65,1.01,0.2157806614,0.1739130435,0.5217391304,0.9180327869,0.2,,"",""
"Ezekiel Richards","Northern Arizona",15,1.01,0.2231059021,0.3888888889,0.5555555556,0.4615384615,0.1,,"",""
"Fabio Basili","Louisville",36,1.01,0.2088740059,0.25,0.45,0.8484848485,0.7,,"",""
"Griffin Barrouk","Hofstra",19,1.01,0.2193386354,0.1,0.55,0.7894736842,0.3,,"",""
"Harold Woods","Northeastern",82,1.01,0.2063624948,0.2093023256,0.5465116279,0.835443038,0.9,,"",""
"Hayden Jory","Cal Poly",10,1.01,0.2228966095,0.1818181818,0.3636363636,1,0.6,,"",""
"Isaiah Adams","Buffalo",286,1.01,0.196525743,0.2031746032,0.3428571429,0.8212927757,1.2,,"",""
"Jack Jubenville","Middle Tennessee",2,1.01,0.2174550021,0.6666666667,0.3333333333,"N/A",1,,"",""
"Jacob Tracey","Lindenwood",126,1.01,0.2124319799,0.2589928058,0.4748201439,0.724137931,1.8,,"",""
"Jaden Grant","FIU",14,1.01,0.2107576392,0.2,0.4,0.6923076923,0.5,,"",""
"Jahbril Price-Noel","Wagner",126,1.01,0.2071996651,0.1343283582,0.2537313433,0.8083333333,1.1,,"",""
"Jahvon Quinerly","Alabama",180,1.01,0.2178735873,0.1632653061,0.2346938776,0.8682634731,3.5,,"",""
"Jalen Bolden","Louisiana Monroe",53,1.01,0.2191293428,0.3114754098,0.3770491803,0.6739130435,0.5,,"",""
"Jalen Dalcourt","Louisiana",135,1.01,0.2132691503,0.1849315068,0.3493150685,0.8346456693,0.8,,"",""
"Jalen Hood-Schifino","Indiana",321,1.01,0.220594391,0.2351274788,0.5127478754,0.5118644068,4,,"",""
"Jamal Hartwell","UC Riverside",208,1.01,0.1992465467,0.1578947368,0.4210526316,0.6269430052,1,,"",""
"Jamarques Lawrence","Nebraska",95,1.01,0.2053160318,0.2314814815,0.3518518519,0.8352941176,0.9,,"",""
"Jamel Horton","Mississippi St.",31,1.01,0.2224780243,0.1764705882,0.2941176471,0.6896551724,1.6,,"",""
"James Glisson","Mercer",129,1.01,0.2199665132,0.288590604,0.5570469799,0.7876106195,0.9,,"",""
"James Lovorn","Presbyterian",13,1.01,0.2101297614,0.2666666667,0.5333333333,0.75,1.5,,"",""
"Jaquan Carlos","Hofstra",193,1.01,0.2044788614,0.2300469484,0.558685446,0.7401129944,4.4,,"",""
"Jared Rodriguez","Idaho St.",78,1.01,0.2155713688,0.1904761905,0.4404761905,0.6849315068,1,,"",""
"Jaren Holmes","Iowa St.",371,1.01,0.2172457095,0.2624113475,0.3971631206,0.6404833837,3.2,,"",""
"Jaron Pierre","Wichita St.",261,1.01,0.213897028,0.2563176895,0.6714801444,0.8467741935,1,,"",""
"Jarvis Doles","UMBC",235,1.01,0.2145249058,0.2099236641,0.4351145038,0.7009345794,1.2,,"",""
