Players,Team,Possessions,SQ PPP,SQ PPP Rank,Good_Possession_Rate,Bad_Possession_Rate,Rim_and_3_rate,Assists_per_game,Actual_Win_Percentage,SQ_Assists_per_game,SQ_Passing_Points_Created_per_game
"Chase Ross","Marquette",122,1.23,0.935537882,0.3884892086,0.1582733813,0.9444444444,0.9,,"",""
"Corey Washington","Saint Peter's",102,1.23,0.9357471746,0.5158730159,0.2619047619,0.9523809524,0.3,,"",""
"Cort Roberson","Wyoming",2,1.23,0.9413980745,0.6666666667,0.3333333333,1,0,,"",""
"Dante Maddox","Toledo",230,1.23,0.939095856,0.4609929078,0.1276595745,0.8263157895,1.7,,"",""
"Drew Pember","UNC Asheville",472,1.23,0.9393051486,0.5090016367,0.2749590835,0.7651933702,2.3,,"",""
"Duke Brennan","Arizona St.",61,1.23,0.9370029301,0.5679012346,0.2098765432,0.7555555556,0.1,,"",""
"Ejike Obinna","Saint Joseph's",169,1.23,0.9424445375,0.6129032258,0.2211981567,0.946969697,0.3,,"",""
"Ezra Ausar","East Carolina",204,1.23,0.9374215153,0.2519685039,0.1850393701,0.8841463415,0.5,,"",""
"Flo Thamba","Baylor",110,1.23,0.9384679782,0.7300613497,0.1840490798,0.9117647059,0.7,,"",""
"Iaroslav Niagu","USC",7,1.23,0.9418166597,0.375,0.25,1,0.2,,"",""
"Isaac Mushila","Texas A&M Corpus Chris",254,1.23,0.9372122227,0.496969697,0.2151515152,0.9432989691,1.1,,"",""
"Isaiah Rice","Hartford",2,1.23,0.9403516116,0.6666666667,0.3333333333,1,0.5,,"",""
"Jacari Land","North Alabama",280,1.23,0.9367936375,0.4302325581,0.2296511628,0.6956521739,3.1,,"",""
"Jaykwon Walton","Wichita St.",264,1.23,0.9386772708,0.4433962264,0.2358490566,0.8693693694,1.8,,"",""
"Jaylen Anglin","Tennessee St.",4,1.23,0.9361657597,0.6666666667,0.1666666667,0.5,0,,"",""
"Jesiah West","Western Illinois",216,1.23,0.9411887819,0.5750915751,0.1721611722,0.9069767442,2.3,,"",""
"Jimmy Bell","West Virginia",130,1.23,0.9441188782,0.6486486486,0.1135135135,0.8372093023,0.5,,"",""
"Jordan Wilmore","Northwestern St.",24,1.23,0.9365843449,0.5666666667,0.1333333333,0.9,0,,"",""
"Kale Catchings","Duke",8,1.23,0.940142319,0.5555555556,0.2222222222,0.875,0.5,,"",""
"Kevin Kalu","UTEP",73,1.23,0.9432817078,0.6595744681,0.2021276596,0.7719298246,0.1,,"",""
"KJ Adams","Kansas",230,1.23,0.9445374634,0.5107913669,0.2769784173,0.7461139896,1.9,,"",""
"Lamar Washington","Texas Tech",87,1.23,0.9416073671,0.5,0.2818181818,0.8985507246,2.3,,"",""
"Malcolm Miller","Illinois St.",3,1.23,0.9359564671,0.5,0,0.5,0,,"",""
"Massal Diouf","UTSA",43,1.23,0.943700293,0.625,0.1607142857,0.90625,0.1,,"",""
"Matt Mayers","Robert Morris",71,1.23,0.9378401005,0.5280898876,0.2247191011,0.8421052632,0.4,,"",""
"Micah Handlongten","Marshall",166,1.23,0.9399330264,0.5665024631,0.2118226601,0.9416058394,1.1,,"",""
"Najee Thomas","Hampton",45,1.23,0.9439095856,0.6769230769,0.1538461538,0.724137931,0.1,,"",""
"Olivier-Maxence Prosper","Marquette",281,1.23,0.9426538301,0.5042979943,0.3151862464,0.9118942731,0.7,,"",""
"Otega Oweh","Oklahoma",103,1.23,0.9363750523,0.5757575758,0.196969697,0.8125,0.1,,"",""
"Oumar Ballo","Arizona",313,1.23,0.9430724152,0.5941320293,0.1882640587,0.8143459916,1.7,,"",""
"Ricky Lindo","George Washington",218,1.23,0.9395144412,0.5247148289,0.2205323194,0.8961748634,0.8,,"",""
"Riley Miller","St. Thomas",262,1.23,0.9443281708,0.526984127,0.073015873,0.9181818182,1.3,,"",""
"Roy Dixon","Northwestern",3,1.23,0.9382586856,0.5,0,0.5,0.5,,"",""
"Rytis Petraitis","Air Force",242,1.23,0.9420259523,0.578125,0.178125,0.8784530387,2.9,,"",""
"Tae Davis","Seton Hall",78,1.23,0.9409794893,0.6146788991,0.1926605505,0.8518518519,0.7,,"",""
"Terrence Butler","Drexel",2,1.23,0.9376308079,0.6666666667,0,1,0.5,,"",""
"Trenton Gibson","Indiana St.",133,1.23,0.9397237338,0.4850299401,0.0958083832,0.9811320755,1.8,,"",""
"Tristan How","Virginia",6,1.23,0.9434910004,0.625,0.125,1,0,,"",""
"Vladislav Goldin","Florida Atlantic",217,1.23,0.9353285894,0.5615942029,0.1557971014,0.8588235294,0.4,,"",""
"AJ Allenspach","Army",5,1.22,0.9236082043,0.6,0,0.8,0.5,,"",""
"Apostolos Roumoglou","Connecticut",4,1.22,0.9231896191,0.6,0.2,0.6666666667,0.3,,"",""
"Ari Seals","Tulsa",7,1.22,0.9351192968,0.6,0.4,0.8,0,,"",""
"August Mahoney","Yale",178,1.22,0.9326077857,0.429245283,0.1839622642,0.8684210526,1.3,,"",""
"Bent Leuchten","UC Irvine",140,1.22,0.9238174969,0.4685714286,0.1485714286,0.9026548673,1,,"",""
"Bradley Ezewiro","Georgetown",90,1.22,0.9313520301,0.6083333333,0.225,0.9552238806,0.1,,"",""
"Brady Spence","The Citadel",58,1.22,0.9261197154,0.5362318841,0.115942029,0.8367346939,0.3,,"",""
"Brendan Medley-Bacon","North Carolina Central",178,1.22,0.925282545,0.6094420601,0.2103004292,0.8518518519,0.8,,"",""
"Cedric Coward","Eastern Washington",132,1.22,0.9311427375,0.4846625767,0.2024539877,0.8796296296,1.7,,"",""
"Chris Craig","Texas Southern",30,1.22,0.933444956,0.6097560976,0.0731707317,0.9523809524,0.2,,"",""
"Chris Manon","Cornell",207,1.22,0.9330263709,0.5317460317,0.2579365079,0.8313953488,2.2,,"",""
"CJ Wilbourn","Wright St.",7,1.22,0.9300962746,0.6,0.1,0.5,0,,"",""
"Cyril Martynov","Georgia Tech",5,1.22,0.9305148598,0.6,0.2,0.6,0,,"",""
"Dakota Rivers","Florida Gulf Coast",135,1.22,0.9286312265,0.4901960784,0.3202614379,0.9090909091,0.5,,"",""
"Damonze Woods","UT Arlington",7,1.22,0.9257011302,0.4444444444,0,0.8,0,,"",""
"DaRon Holmes","Dayton",392,1.22,0.930933445,0.5679513185,0.2515212982,0.7891373802,1.6,,"",""
"Dok Muordar","South Florida",11,1.22,0.9328170783,0.5,0.2142857143,0.8888888889,0.4,,"",""
"Dylan Arnette","Arkansas St.",3,1.22,0.9332356635,0.6,0,0.5,0.5,,"",""
"Emil Freese-Vilien","Valparaiso",7,1.22,0.9275847635,0.375,0.125,0.6666666667,0.4,,"",""
"Fred Rullo","Delaware",2,1.22,0.9319799079,0.6666666667,0.3333333333,1,1,,"",""
"Freedom Rhames","Howard",9,1.22,0.9244453746,0.5384615385,0,1,0.3,,"",""
"Hayden Welling","UC Irvine",13,1.22,0.9321892005,0.5,0.25,0.6,0,,"",""
"Henri Adiassa","Lehigh",33,1.22,0.9282126413,0.75,0.125,0.9090909091,0.1,,"",""
"Imajae Dodd","Charleston Southern",22,1.22,0.9277940561,0.44,0.16,1,0.2,,"",""
"Isaac Jones","Idaho",366,1.22,0.929886982,0.5280172414,0.2586206897,0.8615916955,1.8,,"",""
"Isaih Moore","Fresno St.",177,1.22,0.9250732524,0.5144230769,0.3509615385,0.7254901961,0.9,,"",""
"James Okonkwo","West Virginia",56,1.22,0.9271661783,0.5810810811,0.1891891892,0.8333333333,0.1,,"",""
"Jesse Edwards","Syracuse",309,1.22,0.9254918376,0.52,0.2266666667,0.7782101167,1.5,,"",""
"Joe Hedstrom","Valparaiso",19,1.22,0.9342821264,0.4347826087,0.0434782609,1,0.3,,"",""
"Josh Mitchell","Southeast Missouri St.",17,1.22,0.9240267895,0.4761904762,0.0476190476,0.9230769231,0,,"",""
"Joshua Phillips","Grambling St.",10,1.22,0.9292591042,0.4545454545,0.1818181818,0.9,0.3,,"",""
"Josiah Allick","New Mexico",191,1.22,0.9317706153,0.4625550661,0.1365638767,0.8404907975,1.3,,"",""
"JT Shumate","Toledo",349,1.22,0.924236082,0.487745098,0.2450980392,0.7590759076,1.4,,"",""
"Kalib Boone","Oklahoma St.",252,1.22,0.9347007116,0.5439739414,0.2540716612,0.7990430622,1.2,,"",""
"Keba Keita","Utah",68,1.22,0.9296776894,0.4683544304,0.2278481013,0.8166666667,0.2,,"",""
"Keeshawn Kellman","Princeton",166,1.22,0.9340728338,0.495,0.11,0.8201438849,0.6,,"",""
"Kendal Coleman","LSU",43,1.22,0.9303055672,0.5471698113,0.1509433962,0.8571428571,0.1,,"",""
"Kenneth Womack","Sacred Heart",29,1.22,0.9267475931,0.4285714286,0.2285714286,1,3.1,,"",""
"Kenny Hunter","Louisiana Tech",106,1.22,0.9269568857,0.4690265487,0.3008849558,0.85,0.2,,"",""
"Kevin Obanor","Texas Tech",327,1.22,0.9315613227,0.4235588972,0.1679197995,0.8782287823,0.9,,"",""
"Kvonn Cramer","Bryant",73,1.22,0.9290498116,0.5180722892,0.3012048193,0.8307692308,0.6,,"",""
"Leon Nahar","Stony Brook",20,1.22,0.9307241524,0.4583333333,0.0416666667,0.9411764706,0.6,,"",""
"Matt Delaney","American",4,1.22,0.9338635412,0.25,0,1,0,,"",""
"Matthew Wade","Western Illinois",3,1.22,0.9294683968,0.6,0.2,0.5,0,,"",""
"Nate Laszewski","Notre Dame",288,1.22,0.928840519,0.5235294118,0.1294117647,0.9190283401,1.4,,"",""
"Nick Eliington","Eastern Illinois",181,1.22,0.9323984931,0.5991561181,0.1308016878,0.8905109489,0.5,,"",""
"Nolan Causwell","Tennessee Tech",71,1.22,0.9248639598,0.5340909091,0.2272727273,0.8275862069,0.3,,"",""
"Norchad Omier","Miami FL",308,1.22,0.9349100042,0.4906666667,0.2026666667,0.8352941176,1.1,,"",""
"Osayi Osifo","Jacksonville",153,1.22,0.9273754709,0.5297297297,0.2756756757,0.6875,0.7,,"",""
"RJ Blakney","Dayton",142,1.22,0.9280033487,0.5433526012,0.3468208092,0.8728813559,1.3,,"",""
"Teshaundre Cole","Chicago St.",48,1.22,0.9233989117,0.5873015873,0.1111111111,1,0.2,,"",""
"Tony Carpio","The Citadel",10,1.22,0.9265383005,0.5,0.1666666667,0.75,0.2,,"",""
"Trevin Dorius","Utah St.",136,1.22,0.9336542486,0.5652173913,0.2111801242,0.8879310345,0.2,,"",""
"Tylor Perry","North Texas",332,1.22,0.926329008,0.5099502488,0.1417910448,0.8122743682,1.7,,"",""
"Walter Ellis","Grand Canyon",41,1.22,0.9259104228,0.5777777778,0.0888888889,0.9459459459,0.5,,"",""
"Zac Watson","Longwood",147,1.22,0.9246546672,0.5918367347,0.1785714286,0.8518518519,0.7,,"",""
"Zach Cleveland","Liberty",54,1.22,0.934491419,0.5797101449,0.1304347826,0.9534883721,1.6,,"",""
"Zach Edey","Purdue",454,1.22,0.9284219339,0.4774774775,0.154954955,0.632,1.4,,"",""
"1983166","Lamar",34,1.21,0.9221431561,0.5,0.1136363636,0.8518518519,2.2,,"",""
"Abdou Tsimbila","Fordham",143,1.21,0.9164922562,0.5202312139,0.2601156069,0.8319327731,0.3,,"",""
"Ade Adebayo","UC Davis",78,1.21,0.9127249895,0.5050505051,0.1616161616,0.9516129032,0.6,,"",""
"Amound Anderson","Southern Utah",13,1.21,0.9229803265,0.5,0.0555555556,0.7777777778,0,,"",""
"Anthony Roberts","Purdue Fort Wayne",146,1.21,0.9210966932,0.4047619048,0.1607142857,0.984496124,0.4,,"",""
"Babacar Faye","Charleston",116,1.21,0.9118878192,0.5855263158,0.3026315789,0.9431818182,0.6,,"",""
"Bostyn Holt","Utah",30,1.21,0.916073671,0.55,0.225,0.7826086957,0.6,,"",""
"Brandton Chatfield","Seattle",133,1.21,0.9225617413,0.4238410596,0.1854304636,0.9237288136,0.8,,"",""
"Caleb Furst","Purdue",146,1.21,0.9219338635,0.4709302326,0.1511627907,0.88,0.9,,"",""
"Carrington McCaskill","Central Michigan",86,1.21,0.9112599414,0.4711538462,0.2596153846,0.8888888889,0.6,,"",""
"Chris Osten","IUPUI",165,1.21,0.9202595228,0.5408163265,0.193877551,0.829787234,0.4,,"",""
"Christian Tucker","UTSA",91,1.21,0.9106320636,0.520661157,0.2148760331,0.7462686567,1.5,,"",""
"Collin Metcalf","Northeastern",22,1.21,0.9177480117,0.6206896552,0.1034482759,1,0.5,,"",""
"D'Ante Bass","Georgetown",4,1.21,0.9183758895,0.6,0,1,1,,"",""
"Deejuan Pruitt","SIU Edwardsville",226,1.21,0.911469234,0.5266903915,0.2882562278,0.8961748634,1.4,,"",""
"Denver Jones","FIU",366,1.21,0.9200502302,0.4988558352,0.2128146453,0.7588424437,2,,"",""
"DeShang Weaver","Oral Roberts",119,1.21,0.9223524487,0.3488372093,0.2170542636,0.8558558559,0.1,,"",""
"Donovan Newby","UNC Wilmington",164,1.21,0.9143993303,0.4482758621,0.1674876847,0.7894736842,1.1,,"",""
"Ethan Potter","Utah Valley",16,1.21,0.9194223524,0.5789473684,0.2631578947,0.6153846154,0.5,,"",""
"Evan Mahaffey","Penn St.",65,1.21,0.9135621599,0.5063291139,0.1898734177,0.8518518519,0.5,,"",""
"Gilbert Brown","Norfolk St.",4,1.21,0.9204688154,0.6666666667,0.3333333333,0.5,0.2,,"",""
"Grayson Carper","Cal St. Fullerton",84,1.21,0.9185851821,0.6551724138,0.2643678161,0.987804878,0.4,,"",""
"Greg Elliott","Pittsburgh",238,1.21,0.9167015488,0.404494382,0.1048689139,0.8888888889,1.3,,"",""
"Hunter Cattoor","Virginia Tech",209,1.21,0.9175387191,0.7210300429,0.1759656652,0.9052631579,2.4,,"",""
"Hunter Dean","George Washington",145,1.21,0.9100041859,0.5524861878,0.270718232,0.7413793103,1.1,,"",""
"Ileri Ayo-Faleye","Vermont",61,1.21,0.9125156969,0.4868421053,0.2631578947,0.9183673469,0.2,,"",""
"Jacob Nicolds","Utah Tech",154,1.21,0.9187944747,0.4975124378,0.1293532338,0.9572649573,1.3,,"",""
"Jake Lieppert","Rice",47,1.21,0.9171201339,0.4074074074,0.1111111111,0.9268292683,0.6,,"",""
"Jalil Beaubrun","Stephen F. Austin",32,1.21,0.9208874006,0.6046511628,0.2325581395,0.8333333333,0.3,,"",""
"James Sanders","Denver",11,1.21,0.919631645,0.4285714286,0.1428571429,1,0.3,,"",""
"Japhet Medor","UTSA",300,1.21,0.9137714525,0.4960629921,0.2598425197,0.8601694915,3.5,,"",""
"Javonte Brown","Texas A&M",9,1.21,0.9198409376,0.3333333333,0.1111111111,0.8888888889,0.3,,"",""
"Jonathan Aku","Grambling St.",85,1.21,0.9123064044,0.5779816514,0.1743119266,0.7878787879,0.3,,"",""
"Jonnivius Smith","Buffalo",121,1.21,0.9190037673,0.5136986301,0.3082191781,0.8235294118,0.7,,"",""
"Jusstin Bieker","San Francisco",15,1.21,0.9139807451,0.6086956522,0.2173913043,1,0.2,,"",""
"Justin Archer","Radford",169,1.21,0.9169108414,0.5260663507,0.1469194313,0.9264705882,0.5,,"",""
"Justin Mullins","Denver",225,1.21,0.9181665969,0.4541984733,0.213740458,0.8112244898,1.1,,"",""
"Justin Steers","Coppin St.",186,1.21,0.9110506488,0.625,0.2904411765,0.8220338983,1,,"",""
"Kyle Evans","Colorado St.",19,1.21,0.9213059858,0.5384615385,0.1538461538,1,0.6,,"",""
"Logan Duncomb","Indiana",19,1.21,0.920678108,0.5217391304,0.2173913043,0.75,0.3,,"",""
"Luc Laketa","Iowa",4,1.21,0.910422771,0.4,0,1,0,,"",""
"Luke Frampton","Western Kentucky",126,1.21,0.9227710339,0.5277777778,0.0833333333,0.9009009009,1.8,,"",""
"Malachi Smith","Gonzaga",175,1.21,0.9154457932,0.3056994819,0.1347150259,0.801242236,1.3,,"",""
"Malevy Leons","Bradley",267,1.21,0.9131435747,0.3993610224,0.1086261981,0.8695652174,1.2,,"",""
"Marlow Gilmore","Western Carolina",9,1.21,0.9108413562,0.6666666667,0.25,1,0,,"",""
"Matt Rogers","American",274,1.21,0.9129342821,0.4351851852,0.212962963,0.7820512821,1.8,,"",""
"Max Abmas","Oral Roberts",460,1.21,0.9148179154,0.4925093633,0.2284644195,0.8329177057,3.5,,"",""
"Mohamed Diarra","Missouri",60,1.21,0.9162829636,0.6172839506,0.1111111111,0.9534883721,0.6,,"",""
"Moses Wood","Portland",284,1.21,0.9102134784,0.3421052632,0.1754385965,0.7983193277,1.7,,"",""
"Mounir Hima","Syracuse",27,1.21,0.9152365006,0.5,0.2666666667,0.84,0.2,,"",""
"Moussa Cisse","Oklahoma St.",147,1.21,0.9173294265,0.2983425414,0.2762430939,0.7355371901,0.6,,"",""
"Nick Davidson","Nevada",152,1.21,0.9133528673,0.4473684211,0.1473684211,0.8455284553,0.4,,"",""
"Percy Daniels","Tulane",5,1.21,0.9192130599,0.3333333333,0.1666666667,1,0,,"",""
"Quinton Livingston","Hampton",15,1.21,0.9116785266,0.5,0.05,1,0.2,,"",""
"Rostyslav Novitskyi","Fordham",150,1.21,0.9158643784,0.4840425532,0.1382978723,0.925,0.9,,"",""
"Seyi Reiley","Seattle",65,1.21,0.9179573043,0.6559139785,0.1290322581,0.976744186,0.5,,"",""
"Shiloh Robinson","Liberty",158,1.21,0.915027208,0.4171122995,0.1229946524,0.9779411765,0.8,,"",""
"Tavin Lovan","UAB",114,1.21,0.9156550858,0.4927536232,0.2536231884,0.8854166667,0.8,,"",""
"Trey Stuart","TCU",2,1.21,0.9146086229,0.5,0,1,0,,"",""
"Tyler Whitney-Sidney","Lehigh",262,1.21,0.9141900377,0.4551083591,0.2476780186,0.8271028037,2.2,,"",""
"William Kyle","South Dakota St.",225,1.21,0.9120971118,0.4830188679,0.279245283,0.6288659794,1.1,,"",""
"Zach Harvey","UC Santa Barbara",4,1.21,0.921724571,0.25,0.5,1,0,,"",""
"-5","South Carolina St.",9,1.2,0.9085391377,0.6666666667,0.25,1,1,,"",""
"AJ Ferguson","Southern Illinois",8,1.2,0.9083298451,0.3333333333,0.1111111111,1,0.4,,"",""
"Alex Hemenway","Clemson",96,1.2,0.8968187526,0.3714285714,0.1904761905,0.8876404494,1.2,,"",""
"Alexander Nwagha","Northeastern",81,1.2,0.8982838008,0.5473684211,0.2526315789,0.8571428571,1,,"",""
"Alijah Martin","Florida Atlantic",236,1.2,0.9037254081,0.3198529412,0.1029411765,0.9423076923,1.5,,"",""
"Amani Lyles","Akron",41,1.2,0.8987023859,0.4285714286,0.2040816327,0.8823529412,0.2,,"",""
"Anton Watson","Gonzaga",235,1.2,0.9005860193,0.501754386,0.2631578947,0.8051282051,2,,"",""
"Armani Mighty","Boston College",16,1.2,0.8978652156,0.7692307692,0.1538461538,0.8888888889,0.4,,"",""
"Bessanty Saragba","Illinois Chicago",10,1.2,0.9095856007,0.5,0.0833333333,0.5,0.2,,"",""
"BJ Edwards","Tennessee",11,1.2,0.9062369192,0.3846153846,0.1538461538,0.7777777778,0.7,,"",""
"Braden Smith","Purdue",222,1.2,0.9026789452,0.3911439114,0.1734317343,0.8633879781,4.2,,"",""
"Brandon Miller","Alabama",435,1.2,0.9097948933,0.5197628458,0.1739130435,0.8657894737,1.9,,"",""
"Brandon Neel","Wright St.",257,1.2,0.9028882378,0.4033333333,0.2066666667,0.9551569507,1.5,,"",""
"Brayden Dailey","Green Bay",3,1.2,0.8989116785,0.8,0.2,0.5,0,,"",""
"Bryant Randleman","High Point",178,1.2,0.9030975303,0.5466666667,0.1866666667,0.8014184397,3.2,,"",""
"Daniel Schreier","Manhattan",5,1.2,0.8997488489,0.5714285714,0.1428571429,1,0.3,,"",""
"David N'Guessan","Kansas St.",101,1.2,0.9091670155,0.5546875,0.125,0.9746835443,1.1,,"",""
"Deshon Proctor","Houston Baptist",44,1.2,0.9072833822,0.5762711864,0.1694915254,0.8125,0.3,,"",""
"Dusan Mahorcic","N.C. State",67,1.2,0.9020510674,0.512195122,0.1341463415,0.9107142857,1.2,,"",""
"Dwayne Cohill","Youngstown St.",403,1.2,0.8974466304,0.4423480084,0.2955974843,0.684057971,4.9,,"",""
"Franck Kepnang","Washington",63,1.2,0.905818334,0.5466666667,0.28,0.5660377358,0.2,,"",""
"Gianfranco Grafals","Southern Miss",7,1.2,0.9039347007,0.6,0,0.6,1.5,,"",""
"Great Osobor","Montana St.",176,1.2,0.9064462118,0.5622317597,0.2017167382,0.9242424242,0.9,,"",""
"Gregg Glenn","Michigan",7,1.2,0.9060276266,0.5555555556,0.1111111111,0.4,0.5,,"",""
"Henry Coleman","Texas A&M",231,1.2,0.89660946,0.5316901408,0.1936619718,0.8210526316,1,,"",""
"Ja'Shon Henry","Bradley",170,1.2,0.9014231896,0.5590909091,0.2136363636,0.8015267176,0.7,,"",""
"Jack Doumbia","Norfolk St.",25,1.2,0.8993302637,0.5,0.1666666667,0.9523809524,1.3,,"",""
"Jackson Kenyon","Miami OH",4,1.2,0.9045625785,0.4,0,1,0.7,,"",""
"Jacob Ognacevic","Lipscomb",312,1.2,0.9018417748,0.3763736264,0.1785714286,0.8492647059,0.5,,"",""
"Jake Stephens","Chattanooga",290,1.2,0.9081205525,0.3362068966,0.1206896552,0.8606557377,3.9,,"",""
"Jakov Kukic","UC Santa Barbara",20,1.2,0.9087484303,0.5925925926,0.2592592593,0.7142857143,0.2,,"",""
"Jalen Hampton","Northwestern St.",208,1.2,0.901213897,0.5,0.1640625,0.9588235294,0.6,,"",""
"Jerell Roberson","James Madison",16,1.2,0.9077019674,0.5263157895,0.1578947368,0.6923076923,0,,"",""
"John Bowen","Elon",82,1.2,0.8995395563,0.5257731959,0.2474226804,0.9,0.5,,"",""
"Jonathan Steelman","Wofford",2,1.2,0.9066555044,0.6666666667,0.3333333333,1,0,,"",""
"Josh Mballa","Mississippi",47,1.2,0.8972373378,0.55,0.1833333333,0.972972973,0.4,,"",""
"Josh Ojianwuna","Baylor",91,1.2,0.9053997488,0.5652173913,0.3043478261,0.7808219178,0.3,,"",""
"Joshua Streit","North Dakota St.",34,1.2,0.8991209711,0.5365853659,0.1463414634,0.9310344828,0.9,,"",""
"Kailex Stephens","Indiana St.",85,1.2,0.8984930933,0.45,0.24,0.9726027397,0.4,,"",""
"Kenneth Nwuba","UCLA",26,1.2,0.9056090414,0.3928571429,0.2142857143,0.8333333333,0.7,,"",""
"Kur Jongkuch","Temple",57,1.2,0.9043532859,0.2,0.1857142857,0.8913043478,0.4,,"",""
"Le'Tre Darthard","Utah Valley",274,1.2,0.9074926748,0.3486238532,0.1437308869,0.8326180258,1.5,,"",""
"Leo Colimerio","Fresno St.",110,1.2,0.9003767267,0.40625,0.296875,0.84375,0.7,,"",""
"Leo Torbor","San Jose St.",10,1.2,0.8980745082,0.75,0.125,0.8,0.4,,"",""
"Makhel Mitchell","Arkansas",75,1.2,0.9024696526,0.3076923077,0.2637362637,0.746031746,0.4,,"",""
"Mark Sears","Alabama",309,1.2,0.9093763081,0.3342318059,0.1239892183,0.9153846154,2.8,,"",""
"Michael Hanshaw","Idaho",10,1.2,0.9033068229,0.5,0.1666666667,1,0.2,,"",""
"Ndewedo Newbury","San Francisco",33,1.2,0.90226036,0.4102564103,0.1025641026,0.9655172414,1.1,,"",""
"Omar Payne","Jacksonville",75,1.2,0.9047718711,0.5,0.2738095238,0.75,0.4,,"",""
"Pierce Thomas","Butler",50,1.2,0.9010046044,0.5166666667,0.2333333333,0.7906976744,0.8,,"",""
"Quandre Bullock","Louisiana Tech",99,1.2,0.9041439933,0.4869565217,0.3304347826,0.8953488372,0.6,,"",""
"Saba Gigiberia","San Francisco",97,1.2,0.9070740896,0.5084745763,0.2711864407,0.7901234568,0.7,,"",""
"Sam Sherry","Elon",196,1.2,0.9079112599,0.4644351464,0.2050209205,0.8404907975,0.5,,"",""
"Tajion Jones","UNC Asheville",316,1.2,0.8970280452,0.4928366762,0.1346704871,0.8655172414,1.2,,"",""
"Tariq Balogun","Binghamton",93,1.2,0.9007953118,0.5669291339,0.2204724409,0.776119403,0.4,,"",""
"Teafale Lenard","Middle Tennessee",208,1.2,0.9001674341,0.4612068966,0.3577586207,0.7947368421,1.8,,"",""
"Terrance Thompson","SIU Edwardsville",76,1.2,0.9049811637,0.5208333333,0.2083333333,0.75,0.5,,"",""
"Trey Jemison","UAB",200,1.2,0.8999581415,0.5889328063,0.3122529644,0.7735849057,0.6,,"",""
"Vin Baker","Milwaukee",31,1.2,0.9089577229,0.5,0.2368421053,0.8461538462,0.2,,"",""
"Will Ramberg","Minnesota",26,1.2,0.906864797,0.5,0.0333333333,1,0.6,,"",""
"Xaivian Lee","Princeton",109,1.2,0.9051904563,0.5,0.2,0.8913043478,1,,"",""
"Xavier Cork","TCU",106,1.2,0.9035161155,0.5851851852,0.2,0.8674698795,0.4,,"",""
"Aboubacar Traore","Long Beach St.",221,1.19,0.8819589787,0.4889705882,0.1948529412,0.9447513812,3.1,,"",""
"Akeem Odusipe","Kent St.",5,1.19,0.8815403935,0.5714285714,0.1428571429,1,0,,"",""
"Alden Applewhite","Portland",191,1.19,0.8951444119,0.5546875,0.25,0.7928571429,1.3,,"",""
"Alex Tchikou","Rhode Island",87,1.19,0.887400586,0.6302521008,0.243697479,0.7868852459,0.3,,"",""
"Ant Abraham","Texas A&M Commerce",16,1.19,0.8888656342,0.5263157895,0.2631578947,1,2.7,,"",""
"Antwone Woolfolk","Rutgers",45,1.19,0.8886563416,0.5357142857,0.1607142857,0.8055555556,0.4,,"",""
"Berrick JeanLouis","Iona",169,1.19,0.8813311009,0.3296703297,0.3021978022,0.8860759494,2.3,,"",""
"Brandon Johns","VCU",263,1.19,0.8932607786,0.4787878788,0.2363636364,0.8388625592,0.7,,"",""
"Brendan Mykalcio","Gardner Webb",3,1.19,0.892005023,0.6,0.2,"N/A",0,,"",""
"Brycen Blaine","James Madison",12,1.19,0.8842611972,0.5625,0.3125,0.75,1.7,,"",""
"Camden McCormick","UC San Diego",6,1.19,0.8882377564,0.5,0.125,0.75,2,,"",""
"Casey Jones","Eastern Washington",162,1.19,0.8934700712,0.4682926829,0.2536585366,0.953125,1.7,,"",""
